id,created_time,updated_time,title,chinese_title,kind,source_channel,severity,topic,tags,occurred_at,count,resolved,note,chinese_note,urgency_score,page_file
row_2k_00028,2026-05-09T09:27:28.453Z,2026-05-09T11:06:41.903Z,Follow up: search index rebuild #28,跟进事项: 搜索索引重建 #28,Note,Status page,High,Infra,customer,2026-05-09,24,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00029,2026-05-08T17:35:36.014Z,2026-05-08T22:12:43.521Z,Telemetry blip: mobile crash cluster #29,遥测异常: 移动端崩溃聚簇 #29,Meeting,Telemetry alert,Critical,UI,,2026-05-08,47,true,,,0,
row_2k_00030,2026-05-08T17:28:12.635Z,2026-05-08T19:38:05.561Z,Pager event: queue backlog growth #30,值班事件: 队列积压增长 #30,Doc,Telemetry alert,Low,Billing,manual,2026-05-08,8,false,Short note.,"已记录,本周不需要额外动作。",8,
row_2k_00031,2026-05-08T07:26:26.762Z,2026-05-08T10:46:21.402Z,Customer report: billing webhook retries #31,客户反馈: 账单 Webhook 重试 #31,Email,Internal slack,Low,Infra,manual;customer,2026-05-08,12,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_2k_00032,2026-05-08T04:37:05.498Z,2026-05-08T09:15:03.377Z,Engineering note: infra cost trend #32,工程笔记: 基础设施成本上扬 #32,Slack,Internal slack,High,Auth,internal;customer,2026-05-08,7,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00033,2026-05-07T19:17:00.067Z,2026-05-07T21:59:09.131Z,Incident drill: feature flag rollout #33,应急演练: 功能开关灰度 #33,Bug,Support ticket,Info,UI,customer,2026-05-07,41,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00034,2026-05-07T11:13:44.160Z,2026-05-07T11:57:42.730Z,Bug triage: auth latency spike #34,Bug 分诊: 登录延迟突增 #34,Note,Status page,Critical,Search,customer;internal,2026-05-07,6,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_2k_00035,2026-05-07T00:33:30.876Z,2026-05-07T00:36:35.657Z,Sync recap: UI shimmer regression #35,同步回顾: 界面闪烁回归 #35,Meeting,Telemetry alert,High,Analytics,customer;automated,2026-05-07,37,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00036,2026-05-06T16:30:22.291Z,2026-05-06T20:52:17.417Z,Doc update: analytics gap #36,文档更新: 数据上报缺口 #36,Doc,Telemetry alert,Critical,Analytics,manual,2026-05-06,18,true,,,0,
row_2k_00037,2026-05-06T10:52:01.878Z,2026-05-06T13:02:44.909Z,Investigation: schema migration delay #37,排查记录: 迁移延期 #37,Email,Internal slack,Critical,Search,urgent,2026-05-06,27,false,Short note.,"已记录,本周不需要额外动作。",100,
row_2k_00038,2026-05-06T10:03:38.940Z,2026-05-06T12:23:22.826Z,Follow up: search index rebuild #38,跟进事项: 搜索索引重建 #38,Slack,Pager duty,Low,UI,manual;urgent,2026-05-06,16,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_2k_00039,2026-05-05T21:33:52.846Z,2026-05-06T01:34:24.665Z,Telemetry blip: mobile crash cluster #39,遥测异常: 移动端崩溃聚簇 #39,Bug,Pager duty,Medium,Search,manual;internal,2026-05-05,33,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,25,
row_2k_00040,2026-05-05T11:36:02.380Z,2026-05-05T12:09:36.937Z,Pager event: queue backlog growth #40,值班事件: 队列积压增长 #40,Note,Status page,Medium,Auth,,2026-05-05,3,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",25,
row_2k_00041,2026-05-05T12:46:30.578Z,2026-05-05T16:41:38.773Z,Customer report: billing webhook retries #41,客户反馈: 账单 Webhook 重试 #41,Meeting,Telemetry alert,Critical,Search,urgent,2026-05-05,50,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_2k_00042,2026-05-05T02:38:09.865Z,2026-05-05T06:51:04.713Z,Engineering note: infra cost trend #42,工程笔记: 基础设施成本上扬 #42,Doc,Telemetry alert,High,Infra,,2026-05-05,7,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00043,2026-05-04T23:02:55.958Z,2026-05-05T02:04:57.118Z,Incident drill: feature flag rollout #43,应急演练: 功能开关灰度 #43,Email,Customer email,Medium,Billing,automated;manual,2026-05-04,25,false,,,25,
row_2k_00044,2026-05-04T14:53:19.911Z,2026-05-04T19:36:01.666Z,Bug triage: auth latency spike #44,Bug 分诊: 登录延迟突增 #44,Slack,Internal slack,Info,Analytics,customer,2026-05-04,49,false,Short note.,"已记录,本周不需要额外动作。",1,
row_2k_00045,2026-05-04T04:41:06.081Z,2026-05-04T08:14:29.968Z,Sync recap: UI shimmer regression #45,同步回顾: 界面闪烁回归 #45,Bug,Pager duty,High,Analytics,,2026-05-04,15,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_2k_00046,2026-05-03T17:57:39.465Z,2026-05-03T18:38:27.934Z,Doc update: analytics gap #46,文档更新: 数据上报缺口 #46,Note,Status page,Medium,Search,internal,2026-05-03,14,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00047,2026-05-03T17:28:13.670Z,2026-05-03T20:15:00.029Z,Investigation: schema migration delay #47,排查记录: 迁移延期 #47,Meeting,Status page,High,Billing,internal,2026-05-03,35,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",60,
row_2k_00048,2026-05-03T06:20:32.507Z,2026-05-03T10:20:47.810Z,Follow up: search index rebuild #48,跟进事项: 搜索索引重建 #48,Doc,Customer email,Low,Billing,,2026-05-03,37,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_2k_00049,2026-05-03T03:19:45.200Z,2026-05-03T04:23:17.079Z,Telemetry blip: mobile crash cluster #49,遥测异常: 移动端崩溃聚簇 #49,Email,Internal slack,Medium,Auth,automated;internal,2026-05-03,8,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00050,2026-05-02T14:38:37.389Z,2026-05-02T16:12:06.210Z,Pager event: queue backlog growth #50,值班事件: 队列积压增长 #50,Slack,Pager duty,Low,UI,,2026-05-02,30,true,,,0,
row_2k_00051,2026-05-02T13:53:19.607Z,2026-05-02T16:58:06.547Z,Customer report: billing webhook retries #51,客户反馈: 账单 Webhook 重试 #51,Bug,Support ticket,Critical,Infra,customer,2026-05-02,31,false,Short note.,"已记录,本周不需要额外动作。",100,
row_2k_00052,2026-05-02T05:13:53.275Z,2026-05-02T05:47:11.187Z,Engineering note: infra cost trend #52,工程笔记: 基础设施成本上扬 #52,Note,Support ticket,Critical,Analytics,,2026-05-02,33,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_2k_00053,2026-05-01T16:44:02.357Z,2026-05-01T20:28:21.409Z,Incident drill: feature flag rollout #53,应急演练: 功能开关灰度 #53,Meeting,Status page,Medium,Mobile,manual,2026-05-01,10,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,25,
row_2k_00054,2026-05-01T15:50:23.513Z,2026-05-01T20:10:07.084Z,Bug triage: auth latency spike #54,Bug 分诊: 登录延迟突增 #54,Doc,Customer email,Info,Auth,manual,2026-05-01,4,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",1,
row_2k_00055,2026-05-01T10:14:32.545Z,2026-05-01T13:28:41.974Z,Sync recap: UI shimmer regression #55,同步回顾: 界面闪烁回归 #55,Email,Internal slack,Info,Infra,,2026-05-01,10,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",1,
row_2k_00056,2026-05-01T00:27:23.075Z,2026-05-01T02:38:15.497Z,Doc update: analytics gap #56,文档更新: 数据上报缺口 #56,Slack,Pager duty,Critical,Billing,automated,2026-05-01,9,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",100,
row_2k_00057,2026-04-30T14:28:32.991Z,2026-04-30T15:05:32.233Z,Investigation: schema migration delay #57,排查记录: 迁移延期 #57,Bug,Support ticket,Medium,UI,urgent,2026-04-30,34,false,,,25,
row_2k_00058,2026-04-30T11:14:11.657Z,2026-04-30T14:45:56.332Z,Follow up: search index rebuild #58,跟进事项: 搜索索引重建 #58,Note,Status page,Critical,Infra,automated;manual,2026-04-30,30,false,Short note.,"已记录,本周不需要额外动作。",100,
row_2k_00059,2026-04-29T23:01:37.623Z,2026-04-30T02:08:57.353Z,Telemetry blip: mobile crash cluster #59,遥测异常: 移动端崩溃聚簇 #59,Meeting,Telemetry alert,Info,Auth,,2026-04-29,13,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",1,
row_2k_00060,2026-04-29T16:32:40.557Z,2026-04-29T19:05:34.624Z,Pager event: queue backlog growth #60,值班事件: 队列积压增长 #60,Doc,Telemetry alert,Critical,Search,internal;customer,2026-04-29,42,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00061,2026-04-29T09:15:45.654Z,2026-04-29T12:16:54.907Z,Customer report: billing webhook retries #61,客户反馈: 账单 Webhook 重试 #61,Email,Customer email,Info,Auth,customer,2026-04-29,25,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",1,
row_2k_00062,2026-04-29T06:07:19.130Z,2026-04-29T08:14:12.031Z,Engineering note: infra cost trend #62,工程笔记: 基础设施成本上扬 #62,Slack,Pager duty,Medium,Search,urgent,2026-04-29,45,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",25,
row_2k_00063,2026-04-28T21:22:01.801Z,2026-04-28T21:54:28.722Z,Incident drill: feature flag rollout #63,应急演练: 功能开关灰度 #63,Bug,Support ticket,High,Analytics,,2026-04-28,46,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",60,
row_2k_00064,2026-04-28T17:00:13.661Z,2026-04-28T19:04:22.985Z,Bug triage: auth latency spike #64,Bug 分诊: 登录延迟突增 #64,Note,Support ticket,Critical,Auth,internal;automated,2026-04-28,6,true,,,0,
row_2k_00065,2026-04-28T06:32:51.827Z,2026-04-28T09:57:22.427Z,Sync recap: UI shimmer regression #65,同步回顾: 界面闪烁回归 #65,Meeting,Telemetry alert,High,Infra,,2026-04-28,32,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00066,2026-04-28T03:51:24.606Z,2026-04-28T06:00:45.610Z,Doc update: analytics gap #66,文档更新: 数据上报缺口 #66,Doc,Customer email,Info,Analytics,manual;internal,2026-04-28,8,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_2k_00067,2026-04-27T15:49:01.341Z,2026-04-27T19:06:03.279Z,Investigation: schema migration delay #67,排查记录: 迁移延期 #67,Email,Customer email,High,Analytics,,2026-04-27,23,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00068,2026-04-27T05:16:40.499Z,2026-04-27T06:05:22.906Z,Follow up: search index rebuild #68,跟进事项: 搜索索引重建 #68,Slack,Pager duty,Low,Analytics,internal,2026-04-27,10,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00069,2026-04-27T00:24:10.472Z,2026-04-27T04:51:52.405Z,Telemetry blip: mobile crash cluster #69,遥测异常: 移动端崩溃聚簇 #69,Bug,Pager duty,Low,Infra,customer;internal,2026-04-27,4,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",8,
row_2k_00070,2026-04-26T16:31:50.466Z,2026-04-26T16:56:24.540Z,Pager event: queue backlog growth #70,值班事件: 队列积压增长 #70,Note,Status page,Medium,Infra,automated;urgent,2026-04-26,6,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",25,
row_2k_00071,2026-04-26T13:15:06.445Z,2026-04-26T18:03:33.359Z,Customer report: billing webhook retries #71,客户反馈: 账单 Webhook 重试 #71,Meeting,Status page,Critical,Search,urgent,2026-04-26,50,false,,,100,
row_2k_00072,2026-04-26T07:36:04.963Z,2026-04-26T10:15:02.896Z,Engineering note: infra cost trend #72,工程笔记: 基础设施成本上扬 #72,Doc,Customer email,Critical,Search,,2026-04-26,39,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00073,2026-04-25T20:50:09.962Z,2026-04-26T00:03:51.104Z,Incident drill: feature flag rollout #73,应急演练: 功能开关灰度 #73,Email,Internal slack,Info,Analytics,,2026-04-25,21,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",1,
row_2k_00074,2026-04-25T17:58:55.673Z,2026-04-25T20:51:41.640Z,Bug triage: auth latency spike #74,Bug 分诊: 登录延迟突增 #74,Slack,Pager duty,Low,UI,urgent,2026-04-25,32,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,8,
row_2k_00075,2026-04-25T04:36:08.888Z,2026-04-25T07:46:06.682Z,Sync recap: UI shimmer regression #75,同步回顾: 界面闪烁回归 #75,Bug,Support ticket,Info,Analytics,customer,2026-04-25,6,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00076,2026-04-25T00:24:29.194Z,2026-04-25T01:19:32.560Z,Doc update: analytics gap #76,文档更新: 数据上报缺口 #76,Note,Status page,High,Auth,,2026-04-25,38,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_2k_00077,2026-04-24T15:51:29.450Z,2026-04-24T17:05:40.683Z,Investigation: schema migration delay #77,排查记录: 迁移延期 #77,Meeting,Telemetry alert,Info,Auth,,2026-04-24,43,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00078,2026-04-24T08:37:59.432Z,2026-04-24T10:45:36.007Z,Follow up: search index rebuild #78,跟进事项: 搜索索引重建 #78,Doc,Telemetry alert,Info,Billing,urgent,2026-04-24,45,true,,,0,
row_2k_00079,2026-04-24T03:40:12.063Z,2026-04-24T05:45:53.333Z,Telemetry blip: mobile crash cluster #79,遥测异常: 移动端崩溃聚簇 #79,Email,Internal slack,Critical,Mobile,,2026-04-24,45,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00080,2026-04-23T20:54:15.925Z,2026-04-23T21:57:16.409Z,Pager event: queue backlog growth #80,值班事件: 队列积压增长 #80,Slack,Pager duty,Critical,Mobile,,2026-04-23,41,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_2k_00081,2026-04-23T15:23:07.050Z,2026-04-23T17:35:53.660Z,Customer report: billing webhook retries #81,客户反馈: 账单 Webhook 重试 #81,Bug,Pager duty,Critical,Analytics,manual;customer,2026-04-23,28,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,100,
row_2k_00082,2026-04-23T09:17:52.622Z,2026-04-23T10:51:02.837Z,Engineering note: infra cost trend #82,工程笔记: 基础设施成本上扬 #82,Note,Support ticket,Info,Mobile,automated;manual,2026-04-23,12,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00083,2026-04-22T23:46:30.854Z,2026-04-23T02:37:19.368Z,Incident drill: feature flag rollout #83,应急演练: 功能开关灰度 #83,Meeting,Status page,High,Infra,,2026-04-22,36,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",60,
