id,created_time,updated_time,title,chinese_title,kind,source_channel,severity,topic,tags,occurred_at,count,resolved,note,chinese_note,urgency_score,page_file
row_rs_00011,2026-05-14T09:20:39.787Z,2026-05-14T09:45:12.853Z,Customer report: billing webhook retries #11,客户反馈: 账单 Webhook 重试 #11,Meeting,Telemetry alert,Critical,Auth,manual,2026-05-14,48,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_rs_00012,2026-05-13T18:08:17.053Z,2026-05-13T22:03:53.101Z,Engineering note: infra cost trend #12,工程笔记: 基础设施成本上扬 #12,Doc,Customer email,High,Billing,urgent,2026-05-13,49,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_rs_00013,2026-05-13T16:23:18.079Z,2026-05-13T17:43:59.019Z,Incident drill: feature flag rollout #13,应急演练: 功能开关灰度 #13,Email,Customer email,Low,Billing,manual;internal,2026-05-13,6,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_rs_00014,2026-05-13T06:47:33.969Z,2026-05-13T10:39:15.130Z,Bug triage: auth latency spike #14,Bug 分诊: 登录延迟突增 #14,Slack,Pager duty,Info,Infra,urgent;internal,2026-05-13,3,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",1,
row_rs_00015,2026-05-12T21:57:51.748Z,2026-05-13T00:33:44.587Z,Sync recap: UI shimmer regression #15,同步回顾: 界面闪烁回归 #15,Bug,Pager duty,Critical,Analytics,,2026-05-12,15,true,,,0,
row_rs_00016,2026-05-12T17:20:22.743Z,2026-05-12T17:50:11.210Z,Doc update: analytics gap #16,文档更新: 数据上报缺口 #16,Note,Status page,Critical,Infra,customer,2026-05-12,26,true,Short note.,"已记录,本周不需要额外动作。",0,
row_rs_00017,2026-05-12T15:32:08.749Z,2026-05-12T17:23:49.078Z,Investigation: schema migration delay #17,排查记录: 迁移延期 #17,Meeting,Telemetry alert,Info,Billing,,2026-05-12,44,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_rs_00018,2026-05-12T01:03:07.479Z,2026-05-12T05:17:22.851Z,Follow up: search index rebuild #18,跟进事项: 搜索索引重建 #18,Doc,Customer email,High,Billing,manual,2026-05-12,36,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_rs_00019,2026-05-11T18:13:16.053Z,2026-05-11T22:38:37.764Z,Telemetry blip: mobile crash cluster #19,遥测异常: 移动端崩溃聚簇 #19,Email,Internal slack,Medium,Auth,,2026-05-11,50,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",25,
row_rs_00020,2026-05-11T13:27:25.286Z,2026-05-11T18:11:51.694Z,Pager event: queue backlog growth #20,值班事件: 队列积压增长 #20,Slack,Internal slack,High,UI,urgent;internal,2026-05-11,44,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_rs_00021,2026-05-11T03:58:09.659Z,2026-05-11T08:16:56.732Z,Customer report: billing webhook retries #21,客户反馈: 账单 Webhook 重试 #21,Bug,Pager duty,High,UI,,2026-05-11,41,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",60,
row_rs_00022,2026-05-10T21:49:33.639Z,2026-05-10T22:17:27.671Z,Engineering note: infra cost trend #22,工程笔记: 基础设施成本上扬 #22,Note,Status page,Info,Billing,automated,2026-05-10,19,true,,,0,
row_rs_00023,2026-05-10T17:14:11.327Z,2026-05-10T20:36:14.607Z,Incident drill: feature flag rollout #23,应急演练: 功能开关灰度 #23,Meeting,Status page,Critical,Search,manual;urgent,2026-05-10,40,true,Short note.,"已记录,本周不需要额外动作。",0,
row_rs_00024,2026-05-10T05:43:50.762Z,2026-05-10T06:52:26.230Z,Bug triage: auth latency spike #24,Bug 分诊: 登录延迟突增 #24,Doc,Customer email,Info,Billing,urgent;internal,2026-05-10,37,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",1,
row_rs_00025,2026-05-10T01:55:24.598Z,2026-05-10T05:24:45.811Z,Sync recap: UI shimmer regression #25,同步回顾: 界面闪烁回归 #25,Email,Customer email,High,Search,internal,2026-05-10,18,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_rs_00026,2026-05-09T21:33:26.308Z,2026-05-10T02:03:43.102Z,Doc update: analytics gap #26,文档更新: 数据上报缺口 #26,Slack,Pager duty,High,Mobile,manual,2026-05-09,19,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_rs_00027,2026-05-09T08:13:21.741Z,2026-05-09T13:01:51.314Z,Investigation: schema migration delay #27,排查记录: 迁移延期 #27,Bug,Pager duty,Medium,UI,manual,2026-05-09,5,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_rs_00028,2026-05-09T05:51:32.117Z,2026-05-09T09:30:37.142Z,Follow up: search index rebuild #28,跟进事项: 搜索索引重建 #28,Note,Support ticket,Low,Search,urgent;internal,2026-05-09,49,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",8,
row_rs_00029,2026-05-09T00:34:19.340Z,2026-05-09T03:55:13.069Z,Telemetry blip: mobile crash cluster #29,遥测异常: 移动端崩溃聚簇 #29,Meeting,Status page,Info,Billing,,2026-05-09,5,true,,,0,
row_rs_00030,2026-05-08T14:28:40.968Z,2026-05-08T18:42:23.360Z,Pager event: queue backlog growth #30,值班事件: 队列积压增长 #30,Doc,Telemetry alert,High,Mobile,automated,2026-05-08,43,false,Short note.,"已记录,本周不需要额外动作。",60,
row_rs_00031,2026-05-08T10:16:30.711Z,2026-05-08T12:31:10.992Z,Customer report: billing webhook retries #31,客户反馈: 账单 Webhook 重试 #31,Email,Customer email,High,Analytics,automated;manual,2026-05-08,4,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",60,
row_rs_00032,2026-05-08T00:56:59.352Z,2026-05-08T01:16:09.778Z,Engineering note: infra cost trend #32,工程笔记: 基础设施成本上扬 #32,Slack,Pager duty,Low,UI,,2026-05-08,7,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,8,
row_rs_00033,2026-05-07T21:38:45.615Z,2026-05-07T21:41:55.968Z,Incident drill: feature flag rollout #33,应急演练: 功能开关灰度 #33,Bug,Support ticket,Critical,Analytics,customer,2026-05-07,28,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",100,
row_rs_00034,2026-05-07T07:11:35.693Z,2026-05-07T10:06:20.673Z,Bug triage: auth latency spike #34,Bug 分诊: 登录延迟突增 #34,Note,Support ticket,High,Auth,urgent,2026-05-07,34,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",60,
row_rs_00035,2026-05-07T07:26:51.066Z,2026-05-07T07:39:28.298Z,Sync recap: UI shimmer regression #35,同步回顾: 界面闪烁回归 #35,Meeting,Status page,Medium,Infra,automated,2026-05-07,4,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",25,
row_rs_00036,2026-05-07T00:17:37.066Z,2026-05-07T02:50:27.769Z,Doc update: analytics gap #36,文档更新: 数据上报缺口 #36,Doc,Telemetry alert,Info,Infra,urgent;manual,2026-05-07,38,true,,,0,
row_rs_00037,2026-05-06T09:45:11.943Z,2026-05-06T11:11:21.031Z,Investigation: schema migration delay #37,排查记录: 迁移延期 #37,Email,Internal slack,Info,UI,internal,2026-05-06,26,true,Short note.,"已记录,本周不需要额外动作。",0,
row_rs_00038,2026-05-06T05:07:18.257Z,2026-05-06T07:39:50.335Z,Follow up: search index rebuild #38,跟进事项: 搜索索引重建 #38,Slack,Internal slack,High,Search,customer,2026-05-06,36,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",60,
row_rs_00039,2026-05-05T23:22:29.378Z,2026-05-06T03:41:47.500Z,Telemetry blip: mobile crash cluster #39,遥测异常: 移动端崩溃聚簇 #39,Bug,Support ticket,Info,Analytics,internal;automated,2026-05-05,35,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,1,
row_rs_00040,2026-05-05T13:06:19.023Z,2026-05-05T15:33:09.629Z,Pager event: queue backlog growth #40,值班事件: 队列积压增长 #40,Note,Support ticket,Low,Auth,internal;manual,2026-05-05,44,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",8,
row_rs_00041,2026-05-05T08:28:34.300Z,2026-05-05T08:43:24.822Z,Customer report: billing webhook retries #41,客户反馈: 账单 Webhook 重试 #41,Meeting,Status page,Critical,UI,internal;automated,2026-05-05,26,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_rs_00042,2026-05-05T00:48:24.345Z,2026-05-05T03:20:05.210Z,Engineering note: infra cost trend #42,工程笔记: 基础设施成本上扬 #42,Doc,Telemetry alert,Medium,Auth,,2026-05-05,27,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_rs_00043,2026-05-04T15:39:40.363Z,2026-05-04T17:10:26.759Z,Incident drill: feature flag rollout #43,应急演练: 功能开关灰度 #43,Email,Customer email,High,Mobile,automated;urgent,2026-05-04,36,true,,,0,
row_rs_00044,2026-05-04T09:32:12.914Z,2026-05-04T13:52:22.551Z,Bug triage: auth latency spike #44,Bug 分诊: 登录延迟突增 #44,Slack,Pager duty,High,Infra,manual,2026-05-04,45,false,Short note.,"已记录,本周不需要额外动作。",60,
row_rs_00045,2026-05-04T01:13:31.131Z,2026-05-04T04:45:01.670Z,Sync recap: UI shimmer regression #45,同步回顾: 界面闪烁回归 #45,Bug,Pager duty,Info,Auth,internal,2026-05-04,46,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_rs_00046,2026-05-03T23:50:09.539Z,2026-05-04T04:30:37.480Z,Doc update: analytics gap #46,文档更新: 数据上报缺口 #46,Note,Status page,High,Auth,,2026-05-03,3,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_rs_00047,2026-05-03T14:13:09.024Z,2026-05-03T16:21:03.009Z,Investigation: schema migration delay #47,排查记录: 迁移延期 #47,Meeting,Telemetry alert,Info,Infra,,2026-05-03,1,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_rs_00048,2026-05-03T10:38:31.175Z,2026-05-03T13:04:37.296Z,Follow up: search index rebuild #48,跟进事项: 搜索索引重建 #48,Doc,Customer email,Low,Search,manual;urgent,2026-05-03,42,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",8,
row_rs_00049,2026-05-02T22:30:08.977Z,2026-05-02T22:58:24.093Z,Telemetry blip: mobile crash cluster #49,遥测异常: 移动端崩溃聚簇 #49,Email,Customer email,Low,Billing,,2026-05-02,14,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_rs_00050,2026-05-02T12:55:40.482Z,2026-05-02T16:42:57.117Z,Pager event: queue backlog growth #50,值班事件: 队列积压增长 #50,Slack,Pager duty,Low,Analytics,manual;automated,2026-05-02,11,true,,,0,
row_rs_00051,2026-05-02T09:03:18.526Z,2026-05-02T12:57:55.886Z,Customer report: billing webhook retries #51,客户反馈: 账单 Webhook 重试 #51,Bug,Support ticket,Medium,Billing,urgent;manual,2026-05-02,43,false,Short note.,"已记录,本周不需要额外动作。",25,
row_rs_00052,2026-05-02T07:10:00.952Z,2026-05-02T09:34:17.113Z,Engineering note: infra cost trend #52,工程笔记: 基础设施成本上扬 #52,Note,Support ticket,Medium,Auth,internal;automated,2026-05-02,34,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",25,
row_rs_00053,2026-05-01T19:04:28.330Z,2026-05-01T22:49:42.027Z,Incident drill: feature flag rollout #53,应急演练: 功能开关灰度 #53,Meeting,Status page,Medium,Auth,customer,2026-05-01,49,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_rs_00054,2026-05-01T13:05:40.680Z,2026-05-01T13:52:20.126Z,Bug triage: auth latency spike #54,Bug 分诊: 登录延迟突增 #54,Doc,Telemetry alert,Low,UI,customer;automated,2026-05-01,39,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_rs_00055,2026-05-01T02:33:58.963Z,2026-05-01T03:43:59.184Z,Sync recap: UI shimmer regression #55,同步回顾: 界面闪烁回归 #55,Email,Customer email,Medium,Billing,urgent,2026-05-01,39,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_rs_00056,2026-04-30T19:23:03.279Z,2026-04-30T20:23:02.317Z,Doc update: analytics gap #56,文档更新: 数据上报缺口 #56,Slack,Internal slack,Low,Search,internal;customer,2026-04-30,43,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",8,
row_rs_00057,2026-04-30T12:31:05.881Z,2026-04-30T14:40:32.508Z,Investigation: schema migration delay #57,排查记录: 迁移延期 #57,Bug,Pager duty,Critical,Infra,manual,2026-04-30,40,true,,,0,
row_rs_00058,2026-04-30T11:45:39.670Z,2026-04-30T15:20:41.537Z,Follow up: search index rebuild #58,跟进事项: 搜索索引重建 #58,Note,Status page,High,UI,,2026-04-30,23,true,Short note.,"已记录,本周不需要额外动作。",0,
row_rs_00059,2026-04-30T02:24:34.849Z,2026-04-30T06:02:48.638Z,Telemetry blip: mobile crash cluster #59,遥测异常: 移动端崩溃聚簇 #59,Meeting,Status page,Critical,Infra,,2026-04-30,30,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",100,
row_rs_00060,2026-04-29T15:07:56.653Z,2026-04-29T16:42:53.832Z,Pager event: queue backlog growth #60,值班事件: 队列积压增长 #60,Doc,Customer email,Critical,Mobile,automated,2026-04-29,40,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_rs_00061,2026-04-29T13:20:39.917Z,2026-04-29T17:34:33.359Z,Customer report: billing webhook retries #61,客户反馈: 账单 Webhook 重试 #61,Email,Internal slack,High,Mobile,automated;internal,2026-04-29,19,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_rs_00062,2026-04-29T08:58:30.431Z,2026-04-29T10:18:30.027Z,Engineering note: infra cost trend #62,工程笔记: 基础设施成本上扬 #62,Slack,Pager duty,Low,Billing,urgent,2026-04-29,28,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_rs_00063,2026-04-28T18:00:32.553Z,2026-04-28T21:11:14.621Z,Incident drill: feature flag rollout #63,应急演练: 功能开关灰度 #63,Bug,Pager duty,Low,Auth,,2026-04-28,45,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",8,
row_rs_00064,2026-04-28T11:50:28.571Z,2026-04-28T13:51:07.158Z,Bug triage: auth latency spike #64,Bug 分诊: 登录延迟突增 #64,Note,Status page,Low,Analytics,customer;internal,2026-04-28,24,false,,,8,
row_rs_00065,2026-04-28T06:03:55.340Z,2026-04-28T09:24:32.797Z,Sync recap: UI shimmer regression #65,同步回顾: 界面闪烁回归 #65,Meeting,Telemetry alert,Info,UI,customer;manual,2026-04-28,31,true,Short note.,"已记录,本周不需要额外动作。",0,
row_rs_00066,2026-04-28T00:03:43.792Z,2026-04-28T04:10:54.158Z,Doc update: analytics gap #66,文档更新: 数据上报缺口 #66,Doc,Customer email,Low,UI,internal,2026-04-27,17,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",8,
row_rs_00067,2026-04-27T14:38:56.106Z,2026-04-27T18:45:31.455Z,Investigation: schema migration delay #67,排查记录: 迁移延期 #67,Email,Internal slack,Critical,UI,,2026-04-27,16,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,100,
row_rs_00068,2026-04-27T06:49:00.792Z,2026-04-27T07:36:41.787Z,Follow up: search index rebuild #68,跟进事项: 搜索索引重建 #68,Slack,Pager duty,Low,Analytics,manual,2026-04-27,32,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_rs_00069,2026-04-27T06:37:09.416Z,2026-04-27T07:47:40.436Z,Telemetry blip: mobile crash cluster #69,遥测异常: 移动端崩溃聚簇 #69,Bug,Support ticket,Critical,Analytics,,2026-04-27,25,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",100,
row_rs_00070,2026-04-26T15:26:03.026Z,2026-04-26T20:07:34.385Z,Pager event: queue backlog growth #70,值班事件: 队列积压增长 #70,Note,Status page,Medium,Infra,urgent;manual,2026-04-26,47,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",25,
row_rs_00071,2026-04-26T11:10:11.757Z,2026-04-26T12:12:16.886Z,Customer report: billing webhook retries #71,客户反馈: 账单 Webhook 重试 #71,Meeting,Status page,Medium,UI,urgent;automated,2026-04-26,35,true,,,0,
row_rs_00072,2026-04-26T09:34:07.539Z,2026-04-26T09:52:09.400Z,Engineering note: infra cost trend #72,工程笔记: 基础设施成本上扬 #72,Doc,Customer email,Critical,Analytics,customer;automated,2026-04-26,28,false,Short note.,"已记录,本周不需要额外动作。",100,
row_rs_00073,2026-04-26T01:05:49.312Z,2026-04-26T02:55:27.011Z,Incident drill: feature flag rollout #73,应急演练: 功能开关灰度 #73,Email,Customer email,Info,Infra,automated,2026-04-26,18,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_rs_00074,2026-04-25T12:25:30.659Z,2026-04-25T16:29:27.345Z,Bug triage: auth latency spike #74,Bug 分诊: 登录延迟突增 #74,Slack,Internal slack,Info,Infra,customer;internal,2026-04-25,40,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_rs_00075,2026-04-25T09:22:15.413Z,2026-04-25T11:34:16.809Z,Sync recap: UI shimmer regression #75,同步回顾: 界面闪烁回归 #75,Bug,Pager duty,Critical,Analytics,,2026-04-25,9,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",100,
row_rs_00076,2026-04-24T22:37:08.032Z,2026-04-24T22:47:22.645Z,Doc update: analytics gap #76,文档更新: 数据上报缺口 #76,Note,Status page,High,Mobile,automated,2026-04-24,2,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_rs_00077,2026-04-24T18:12:21.241Z,2026-04-24T22:07:32.465Z,Investigation: schema migration delay #77,排查记录: 迁移延期 #77,Meeting,Status page,Medium,Infra,customer,2026-04-24,39,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",25,
row_rs_00078,2026-04-24T15:38:06.120Z,2026-04-24T16:34:21.391Z,Follow up: search index rebuild #78,跟进事项: 搜索索引重建 #78,Doc,Customer email,Critical,Infra,internal,2026-04-24,5,true,,,0,
row_rs_00079,2026-04-24T02:53:15.785Z,2026-04-24T06:48:29.345Z,Telemetry blip: mobile crash cluster #79,遥测异常: 移动端崩溃聚簇 #79,Email,Internal slack,Info,Infra,,2026-04-24,42,true,Short note.,"已记录,本周不需要额外动作。",0,
row_rs_00080,2026-04-24T00:14:58.635Z,2026-04-24T00:53:10.349Z,Pager event: queue backlog growth #80,值班事件: 队列积压增长 #80,Slack,Internal slack,High,Billing,,2026-04-24,33,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_rs_00081,2026-04-23T16:19:58.199Z,2026-04-23T17:03:53.848Z,Customer report: billing webhook retries #81,客户反馈: 账单 Webhook 重试 #81,Bug,Support ticket,High,Infra,customer,2026-04-23,41,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,60,
row_rs_00082,2026-04-23T09:24:31.255Z,2026-04-23T13:32:12.091Z,Engineering note: infra cost trend #82,工程笔记: 基础设施成本上扬 #82,Note,Support ticket,High,Search,urgent;internal,2026-04-23,25,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_rs_00083,2026-04-23T01:55:22.533Z,2026-04-23T02:28:00.137Z,Incident drill: feature flag rollout #83,应急演练: 功能开关灰度 #83,Meeting,Telemetry alert,Medium,Auth,manual,2026-04-23,47,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",25,
